user_id,mean_opt,mean_pace,opt_pct,pace_pct,top_solver,worst_solver,quick_solver,slow_solver
fgi293n1d4,0.9132,0.572,0.5512,0.2085,false,false,false,false
uruqpr106v,0.9342,1.246,0.7158,0.7529,false,false,false,false
jdl2q5uey7,0.9712,1.524,0.9355,0.8438,true,false,false,false
ekfiznar31,0.917,2.481,0.5809,0.9458,false,false,false,true
ahgh80x4ir,0.8732,0.552,0.2705,0.1858,false,false,false,false
viciikxijs,0.8294,1.042,0.1031,0.6553,false,false,false,false
8igjy69svl,0.9442,0.785,0.7878,0.4494,false,false,false,false
kek9oy5m8x,0.9164,0.442,0.5751,0.0731,false,false,true,false
5601fxr19f,0.9186,0.554,0.5941,0.1897,false,false,false,false
3k0sspsk1n,0.9105,0.729,0.5291,0.3918,false,false,false,false
nn5m2btbxr,0.9773,2.404,0.9583,0.9435,true,false,false,true
o9c713przg,0.9167,0.524,0.5778,0.1528,false,false,false,false
ttjt9mp6ea,0.898,0.688,0.4346,0.3447,false,false,false,false
7e2voh5ap4,0.8912,0.634,0.3828,0.2832,false,false,false,false
9urvymz73a,0.9057,0.448,0.4916,0.078,false,false,true,false
l9biekadeq,0.8998,0.504,0.4461,0.1289,false,false,false,false
hnleaslaxg,0.9587,0.818,0.8762,0.4805,false,false,false,false
l9gobc7x5c,0.9534,0.938,0.8476,0.5825,false,false,false,false
5t94hs9ipm,0.901,0.626,0.4567,0.2727,false,false,false,false
mrj1hn3p62,0.9583,0.51,0.8736,0.1379,false,false,false,false
6px14n32m0,0.9456,0.813,0.7979,0.4771,false,false,false,false
q76p2x2egy,0.9084,5.398,0.5103,0.984,false,false,false,true
98iqecslbv,0.8928,0.668,0.3956,0.3206,false,false,false,false
h94t9qc6kp,0.9374,0.658,0.7411,0.3097,false,false,false,false
sj94rimwed,0.8673,0.866,0.2416,0.5224,false,false,false,false
3mzwcihld4,0.921,0.396,0.6133,0.0388,false,false,true,false
d8hxtstb4z,0.9481,0.823,0.8128,0.4849,false,false,false,false
9ljwp9xr9z,0.8166,0.445,0.0772,0.0756,false,true,true,false
2uhh6tetfa,0.8778,0.543,0.2964,0.1754,false,false,false,false
6pdtjrtjb6,0.9611,0.827,0.8878,0.4878,false,false,false,false
oxfikr9x4t,0.9687,1.011,0.924,0.6357,true,false,false,false
g0xmlwfavg,0.9573,0.489,0.8684,0.1156,false,false,false,false
t42oeo788l,0.9256,0.672,0.6483,0.3238,false,false,false,false
610ayprnv6,0.9912,1.103,0.9968,0.6896,true,false,false,false
boxa0c2x92,0.8674,1.017,0.2422,0.6389,false,false,false,false
6h7qfp4uub,0.9308,0.745,0.6903,0.4085,false,false,false,false
5jq0tlyqb2,0.929,0.534,0.6747,0.1659,false,false,false,false
2ryazkg8em,0.9208,1.253,0.612,0.7565,false,false,false,false
izrj9zkryj,0.96,0.754,0.8826,0.4184,false,false,false,false
ffvv1kp4u0,0.9688,2.513,0.9242,0.9471,true,false,false,true
evzcndiw9c,0.9346,1.309,0.719,0.7804,false,false,false,false
daya9f1ay6,0.9291,0.644,0.6752,0.2931,false,false,false,false
yd6kazcbne,0.8937,1.085,0.4024,0.6795,false,false,false,false
hcd89x969u,0.9037,0.969,0.4771,0.6059,false,false,false,false
cvcgak72m7,0.932,0.865,0.699,0.5218,false,false,false,false
51vl7x6fad,0.9745,1.429,0.9478,0.8181,true,false,false,false
6a9req0osk,0.8606,0.799,0.2126,0.4648,false,false,false,false
ln89r2to8j,0.9412,3.688,0.7681,0.9732,false,false,false,true
nom8eu8fpr,0.9234,0.917,0.6354,0.5655,false,false,false,false
qcvzn3p31q,0.8533,1.248,0.1817,0.7542,false,false,false,false
cmglrjoch0,0.9793,1.723,0.9653,0.8845,true,false,false,false
41g0dtbij7,0.912,0.829,0.5423,0.4905,false,false,false,false
8t8jy9nqjh,0.8912,0.461,0.3826,0.0898,false,false,true,false
ycbx4vi0t4,0.852,0.383,0.1752,0.0297,false,false,true,false
lup21kpsti,0.9447,1.207,0.7913,0.7366,false,false,false,false
1xxmt3yz65,0.8875,0.343,0.3579,0.0145,false,false,true,false
ju7w4jaujr,0.961,3.473,0.8866,0.971,false,false,false,true
h19y9gchyo,0.9348,1.686,0.7201,0.8776,false,false,false,false
i19vgj4mss,0.9112,0.508,0.535,0.1354,false,false,false,false
izc0rbvb7b,0.8525,0.445,0.1778,0.0754,false,false,true,false
2mm1hilxz9,0.9684,0.629,0.9229,0.2767,true,false,false,false
37w8z8v4fr,0.9292,0.411,0.6765,0.0477,false,false,true,false
l40oiibd06,0.9042,0.478,0.4814,0.105,false,false,false,false
yjrwqph2nw,0.9182,0.659,0.591,0.3107,false,false,false,false
i45z93mgad,0.9466,0.57,0.8031,0.2062,false,false,false,false
o0e4y00dbv,0.8887,0.445,0.364,0.0753,false,false,true,false
debv6jx5p4,0.9098,0.802,0.522,0.4673,false,false,false,false
jzkebxerrg,0.9835,66.336,0.9787,0.9975,true,false,false,true
npn3qblytj,0.9312,0.553,0.6933,0.1873,false,false,false,false
xzfnp2iuxq,0.9366,0.583,0.7337,0.2213,false,false,false,false
3cn09ey95z,0.94,0.307,0.7595,0.0059,false,false,true,false
gruhvgqu0b,0.9293,0.767,0.6777,0.4331,false,false,false,false
bal743ewy4,0.8519,0.394,0.1749,0.0373,false,false,true,false
n35ol3tha2,0.9793,1.109,0.9653,0.6921,true,false,false,false
1mr29kcfmu,0.9572,1.306,0.8677,0.7786,false,false,false,false
91ordpmmi4,0.9773,2.302,0.9588,0.9373,true,false,false,true
2mlkrok454,0.9857,0.859,0.9872,0.5158,true,false,false,false
nzsbvrhexk,0.8629,0.7,0.2234,0.3579,false,false,false,false
pggklau8k9,0.9402,0.993,0.7623,0.6234,false,false,false,false
7i0l00xu22,0.9603,0.734,0.8842,0.3973,false,false,false,false
i5z01x16wi,0.9302,0.736,0.6853,0.3995,false,false,false,false
ls00ywp4o9,0.9396,1.255,0.7563,0.7578,false,false,false,false
81dr33407a,0.9082,0.543,0.5075,0.175,false,false,false,false
qs2fk4r9y5,0.9115,0.492,0.537,0.1176,false,false,false,false
yeeq4mzoms,0.9562,0.675,0.8638,0.3268,false,false,false,false
00jysj297v,0.9164,0.884,0.5754,0.5381,false,false,false,false
2gyiflne6b,0.9039,0.396,0.4791,0.039,false,false,true,false
anda9deaed,0.8994,0.764,0.443,0.4299,false,false,false,false
feslm4kfel,0.8765,0.587,0.2882,0.2271,false,false,false,false
xc73v9xns8,0.9362,0.554,0.731,0.1887,false,false,false,false
2xpjs28xaw,0.9652,0.542,0.9077,0.1742,true,false,false,false
5pqmi99bwg,0.9484,0.607,0.8142,0.2506,false,false,false,false
j39of3dra9,0.9522,0.898,0.8395,0.5495,false,false,false,false
nqfcc4tx9f,0.9784,1.363,0.9634,0.7987,true,false,false,false
re0u0pnm11,0.9207,0.298,0.6107,0.0043,false,false,true,false
mra537e4mz,0.951,0.928,0.8315,0.5736,false,false,false,false
gvy6y1bgyh,0.9407,0.846,0.7654,0.5046,false,false,false,false
a4a4jwn8ub,0.9354,0.635,0.7257,0.2846,false,false,false,false
3z32i5z5yj,0.8775,0.719,0.2952,0.3797,false,false,false,false
5qfcfrgqf3,0.9077,0.55,0.5038,0.1828,false,false,false,false
clmomnln6z,0.9836,0.371,0.9804,0.024,true,false,true,false
0fts8uevgi,0.9062,0.631,0.494,0.279,false,false,false,false
70uylunxsd,0.9218,1.52,0.6215,0.842,false,false,false,false
cdberb8fqx,0.9137,0.768,0.5553,0.4353,false,false,false,false
jdryfsf03e,0.9174,0.419,0.5831,0.0539,false,false,true,false
90hdn90ald,0.8958,0.551,0.4199,0.184,false,false,false,false
f85qdwnfxd,0.9351,0.32,0.7228,0.0088,false,false,true,false
fmh7gf7o4v,0.898,0.618,0.435,0.2643,false,false,false,false
f5xunui5t5,0.8638,0.562,0.2272,0.1973,false,false,false,false
t5e4ev7pq7,0.9695,1.715,0.9276,0.8826,true,false,false,false
rywwakvzzc,0.9143,1.485,0.56,0.8333,false,false,false,false
7boqbvuqze,0.9399,0.62,0.7587,0.2661,false,false,false,false
jiy3v6krky,0.9488,1.352,0.817,0.7947,false,false,false,false
g5dwdd1pk9,0.9612,1.504,0.888,0.8384,false,false,false,false
8bort6pb02,0.9468,1.193,0.8047,0.7299,false,false,false,false
0qoz9brnz2,0.8557,0.737,0.1935,0.4001,false,false,false,false
61bdkhyltp,0.8628,0.853,0.2231,0.5118,false,false,false,false
rg1uuunmze,0.8797,0.378,0.3065,0.0262,false,false,true,false
b2vb9x8ulw,0.9335,0.704,0.7109,0.3633,false,false,false,false
yyotspmgk0,0.9163,1.581,0.5741,0.8551,false,false,false,false
zh4fk8r6lz,0.9764,1.676,0.955,0.8757,true,false,false,false
c85xffckup,0.9328,0.688,0.7049,0.3442,false,false,false,false
5smwivn4jv,0.9391,0.684,0.7527,0.3383,false,false,false,false
g7v1y81t5w,0.8928,0.699,0.3954,0.357,false,false,false,false
rt98e88coa,0.9064,0.967,0.4952,0.6046,false,false,false,false
wsayde4s1u,0.962,0.395,0.8921,0.0379,false,false,true,false
evklev8wts,0.8612,0.43,0.2166,0.0624,false,false,true,false
4vm09an17l,0.9564,1.112,0.8643,0.6932,false,false,false,false
6m8j3c4ybn,0.8868,0.343,0.3528,0.0141,false,false,true,false
p5rqbe2qci,0.9094,0.657,0.5189,0.3089,false,false,false,false
fykfrv1khr,0.9305,1.246,0.6879,0.7527,false,false,false,false
z8mwgh6q1d,0.9607,1.083,0.8853,0.6781,false,false,false,false
zz5d5ypsp2,0.8943,0.544,0.4079,0.1759,false,false,false,false
695erjcx1p,0.9437,0.904,0.7839,0.5548,false,false,false,false
p3eye2zg4q,0.876,0.874,0.2855,0.5271,false,false,false,false
euu1flg6zx,0.8384,0.637,0.1294,0.2862,false,false,false,false
fb5jb9c8u8,0.9052,0.741,0.4881,0.4041,false,false,false,false
6zs89mk0ox,0.944,1.255,0.786,0.7581,false,false,false,false
t6f71yhra9,0.9505,0.542,0.8291,0.1746,false,false,false,false
fhqomyssjc,0.825,0.652,0.0941,0.3027,false,true,false,false
zntvdgl4je,0.9127,0.897,0.5479,0.5486,false,false,false,false
6ykhp4x24y,0.8988,0.574,0.4387,0.2127,false,false,false,false
qx3pn7on18,0.8549,1.84,0.1891,0.8992,false,false,false,false
ji5w2qhorw,0.9349,0.915,0.7211,0.5628,false,false,false,false
7vktbqixfw,0.8697,0.652,0.2539,0.3035,false,false,false,false
cxf0p2sb8a,0.8779,0.495,0.2976,0.1211,false,false,false,false
yasivkh6a6,0.8521,0.287,0.1756,0.0028,false,false,true,false
gx8lk81nlg,0.9102,0.968,0.5266,0.6055,false,false,false,false
kqa9a4ut7i,0.9701,1.238,0.9294,0.7493,true,false,false,false
ame643s71j,0.9161,0.399,0.5733,0.0408,false,false,true,false
w1ejtasi0m,0.9422,0.721,0.7747,0.382,false,false,false,false
737ugt3a24,0.9493,1.765,0.8196,0.8888,false,false,false,false
wgy1ck3nbm,0.9339,0.454,0.7142,0.0837,false,false,true,false
e091l8wfzq,0.9515,0.734,0.8358,0.3977,false,false,false,false
h4ai8dy8ub,0.8995,0.483,0.444,0.1109,false,false,false,false
aoc93wj0rf,0.9243,0.574,0.6414,0.2112,false,false,false,false
ww3hmfima0,0.9683,3.561,0.9222,0.9724,true,false,false,true
6qfxb5zk3l,0.8226,0.709,0.0897,0.3692,false,true,false,false
pwv49t98fi,0.9212,1.115,0.6149,0.6948,false,false,false,false
vrysf5sasq,0.8551,0.584,0.191,0.2232,false,false,false,false
w9cwj9eu86,0.9681,0.937,0.9207,0.581,true,false,false,false
d7ulmo2qnl,0.9037,0.757,0.4774,0.4222,false,false,false,false
9v46kule5o,0.9329,0.922,0.7053,0.5697,false,false,false,false
40pthvcm5w,0.9511,0.484,0.832,0.1118,false,false,false,false
136q18jcik,0.9238,0.757,0.6385,0.4235,false,false,false,false
nmxk3ez2gx,0.8299,0.606,0.1051,0.2492,false,false,false,false
8rkahd0o8u,0.9544,2.937,0.8532,0.9615,false,false,false,true
yhg8n0ufk9,0.9612,1.504,0.8885,0.8387,false,false,false,false
mmtmfg88ov,0.8788,0.712,0.3024,0.3722,false,false,false,false
8z0at83xth,0.9826,0.545,0.9765,0.1778,true,false,false,false
feumkrjucb,0.9167,0.534,0.578,0.1651,false,false,false,false
2q8x8orjc7,0.8668,2.084,0.2402,0.9236,false,false,false,true
ywnuu5pjzs,0.9219,1.088,0.6227,0.6821,false,false,false,false
p92sx27p02,0.9201,0.552,0.606,0.1859,false,false,false,false
0ad70xzp7z,0.9535,0.773,0.8485,0.4391,false,false,false,false
wuqp3yo8jx,0.9075,0.785,0.5023,0.4498,false,false,false,false
lbwcydmmbe,0.8598,0.755,0.2097,0.4198,false,false,false,false
p6e5lru01m,0.9104,0.386,0.5281,0.0316,false,false,true,false
7acygq7q0f,0.9203,0.93,0.6075,0.5755,false,false,false,false
0mvbkv4upt,0.8955,0.788,0.4166,0.453,false,false,false,false
lfoyecqa3d,0.8942,0.689,0.4075,0.3458,false,false,false,false
szpwh0baji,0.9469,0.378,0.8058,0.0261,false,false,true,false
ngpld2xl4s,0.8344,0.366,0.1188,0.0211,false,false,true,false
vo1hs76ecw,0.9543,1.077,0.8523,0.6741,false,false,false,false
err0xr6gii,0.9254,1.252,0.6469,0.7559,false,false,false,false
m4kjo8scpt,0.9254,1.312,0.6466,0.7822,false,false,false,false
uxcr770sea,0.9356,0.427,0.727,0.06,false,false,true,false
ar2qut7dxw,0.9725,0.586,0.9421,0.2263,true,false,false,false
yj2uva6ynx,0.9836,0.727,0.9804,0.3887,true,false,false,false
1iphg631df,0.7788,0.763,0.0294,0.4295,false,true,false,false
0kxkob3n57,0.9427,0.819,0.7783,0.4816,false,false,false,false
1ltmd1olct,0.9336,0.588,0.7114,0.2281,false,false,false,false
ceq2donske,0.959,0.473,0.8772,0.1003,false,false,false,false
h7muey7ns9,0.8053,0.472,0.0577,0.0993,false,true,true,false
t62i6zasb5,0.8894,0.949,0.3691,0.5926,false,false,false,false
qt90kknorw,0.8999,1.379,0.4467,0.8037,false,false,false,false
jmja0uy1x0,0.7577,0.427,0.0171,0.0605,false,true,true,false
e524houtpw,0.9432,1.609,0.7817,0.8609,false,false,false,false
7pz4u1ep3x,0.9001,0.539,0.4484,0.1707,false,false,false,false
vw4esz1l8o,0.9837,0.972,0.9807,0.6082,true,false,false,false
7ptzumfxdj,0.9568,0.64,0.8656,0.29,false,false,false,false
dwgmsfzlzv,0.9421,0.582,0.7737,0.2205,false,false,false,false
3vu39z93hc,0.9513,0.904,0.8342,0.5545,false,false,false,false
xpfz3yxybb,0.9367,0.873,0.7349,0.5263,false,false,false,false
0sw192d8jw,0.8218,1.178,0.088,0.725,false,true,false,false
g5jzkbb1t4,0.9102,0.792,0.5262,0.4581,false,false,false,false
1vyk7ln3bk,0.916,0.646,0.5718,0.2956,false,false,false,false
ytg0vuaj5e,0.9636,0.639,0.8998,0.2893,false,false,false,false
cl2nuev4ex,0.9478,0.776,0.8114,0.4409,false,false,false,false
ewuskk1ti2,0.9336,0.566,0.7121,0.2017,false,false,false,false
pflxih1mog,0.9643,1.062,0.9034,0.6669,true,false,false,false
pz8wlhu2kz,0.9793,3.19,0.9655,0.9667,true,false,false,true
la922rw1bz,0.9473,1.938,0.808,0.9105,false,false,false,true
u2hxto2cu6,0.9424,0.555,0.7766,0.1899,false,false,false,false
ru35h3ubvb,0.9209,1.062,0.6122,0.6672,false,false,false,false
n5v0an9e1c,0.9531,1.196,0.846,0.7309,false,false,false,false
zk8jmezw7f,0.8755,0.768,0.2824,0.435,false,false,false,false
pldeczrjnw,0.966,0.571,0.9112,0.208,true,false,false,false
izxalyw7ya,0.9717,1.189,0.9377,0.7277,true,false,false,false
lggtmewe0s,0.8769,0.376,0.2904,0.0254,false,false,true,false
axs6zmvjw3,0.9725,0.585,0.9418,0.2242,true,false,false,false
ozql2nmfu7,0.9847,0.603,0.9827,0.2446,true,false,false,false
szsqwhgsxy,0.9579,2.288,0.8711,0.9363,false,false,false,true
03rjefjwid,0.8958,0.482,0.4198,0.1098,false,false,false,false
0jh2s7zguu,0.9273,0.642,0.6613,0.292,false,false,false,false
nkdu4xxevi,0.9183,0.429,0.5911,0.0617,false,false,true,false
ghjl4zufjp,0.9352,0.725,0.7234,0.3869,false,false,false,false
z8j96w31yt,0.9301,1.001,0.6841,0.6285,false,false,false,false
h5ipr288ms,0.9175,0.322,0.5843,0.0091,false,false,true,false
zsp9i3lsgd,0.9199,1.654,0.6042,0.8717,false,false,false,false
mfolcb8ia6,0.9146,1.309,0.5626,0.7799,false,false,false,false
4enil54on2,0.927,0.517,0.6588,0.1444,false,false,false,false
ug1rt3c9af,0.9838,1.415,0.9812,0.8143,true,false,false,false
uf19g4zhic,0.9878,33.255,0.9906,0.9965,true,false,false,true
e32h14x6wn,0.9403,0.707,0.7627,0.3665,false,false,false,false
2sw0obc1ww,0.9513,0.854,0.8342,0.5125,false,false,false,false
sf6ov864ub,0.9225,0.754,0.6278,0.418,false,false,false,false
dx6t33b74k,0.8552,1.054,0.1915,0.6634,false,false,false,false
1kmumz8vt5,0.9224,1.385,0.6266,0.8065,false,false,false,false
mdk4fftl2u,0.9091,0.847,0.5161,0.506,false,false,false,false
vczknntbog,0.9772,2.523,0.9575,0.9479,true,false,false,true
7k1c5oj6cm,0.8816,0.589,0.3179,0.23,false,false,false,false
j73ytf6tho,0.9219,0.441,0.6226,0.0722,false,false,true,false
vtq7tmy7kk,0.9857,0.915,0.9872,0.5629,true,false,false,false
nr63b1f7ve,0.9501,0.594,0.8254,0.235,false,false,false,false
y0yun18tt9,0.9826,2.919,0.9765,0.9609,true,false,false,true
80dvof97tm,0.8743,0.661,0.2763,0.3134,false,false,false,false
hvqqxwlosn,0.853,1.204,0.1801,0.735,false,false,false,false
bhlwm4fgt5,0.968,0.842,0.92,0.501,true,false,false,false
l7bl63hm2s,0.8711,1.6,0.2604,0.8594,false,false,false,false
llyh8s8z3b,0.8285,0.896,0.1015,0.5479,false,false,false,false
4esipxcbpo,0.9722,0.576,0.9405,0.2145,true,false,false,false
lz0rrc85ir,0.9558,0.553,0.8613,0.1875,false,false,false,false
1l1syo410o,0.9184,0.65,0.5923,0.3,false,false,false,false
rowot2zy9v,0.9762,1.079,0.9537,0.6754,true,false,false,false
gt7y6rtlpa,0.8552,1.433,0.1917,0.819,false,false,false,false
r2ifn71kdq,0.8953,0.608,0.415,0.2522,false,false,false,false
28nftburft,0.9805,0.749,0.9692,0.4126,true,false,false,false
s6oa7vgb3x,0.9244,0.637,0.6424,0.2866,false,false,false,false
qs5xmzgf50,0.9167,0.584,0.5777,0.2235,false,false,false,false
1e5i4wcql2,0.985,8.934,0.9844,0.9902,true,false,false,true
f0snkqngir,0.836,1.02,0.1228,0.6407,false,false,false,false
ey01z9qb2n,0.9257,0.622,0.6495,0.268,false,false,false,false
o0cuqy8c4g,0.9338,0.441,0.7136,0.0718,false,false,true,false
r9puj8xyls,0.9106,1.888,0.53,0.9037,false,false,false,true
bghub8b5qq,0.9189,3.016,0.5966,0.9633,false,false,false,true
kx84a2np6e,0.914,0.931,0.5573,0.5763,false,false,false,false
qs8bxjc8zo,0.8896,0.418,0.3704,0.0524,false,false,true,false
x4wycyfeja,0.9167,0.522,0.5774,0.1514,false,false,false,false
zy1aolaqgp,0.9095,0.72,0.52,0.381,false,false,false,false
58o17kr94s,0.7984,0.526,0.0481,0.1558,false,true,false,false
chhvaez5x5,0.902,0.98,0.4648,0.614,false,false,false,false
6qj7wblzi0,0.964,0.557,0.9016,0.1938,true,false,false,false
l5cy5xn11m,0.9271,0.717,0.6602,0.3777,false,false,false,false
1nvt0fynkp,0.9667,0.684,0.9152,0.3384,true,false,false,false
rc7ahs163t,0.9848,1.46,0.984,0.8266,true,false,false,false
mgy20lzpk3,0.8893,0.967,0.368,0.6052,false,false,false,false
z6gp1ut4oq,0.8928,0.511,0.3951,0.1383,false,false,false,false
r0p977ih1w,0.9611,31.05,0.8874,0.996,false,false,false,true
4pzis67xks,0.9393,1.522,0.7545,0.8429,false,false,false,false
liy2g50lde,0.8732,0.811,0.2709,0.4752,false,false,false,false
26z1wf5spi,0.8376,0.483,0.1268,0.1107,false,false,false,false
751i36md42,0.8392,0.49,0.1318,0.1159,false,false,false,false
dsm3vsojyf,0.9796,3.448,0.9671,0.9707,true,false,false,true
wd6ti5kgsg,0.9265,0.593,0.6548,0.2336,false,false,false,false
jpxcjikzkx,0.9459,1.592,0.8005,0.8566,false,false,false,false
vxoradm31u,0.8547,0.761,0.1881,0.4275,false,false,false,false
uzrt4oj49f,0.9591,1.146,0.8783,0.7087,false,false,false,false
06u7sixnn7,0.8847,0.768,0.3395,0.4349,false,false,false,false
w9xtwkac9j,0.9507,0.502,0.8304,0.127,false,false,false,false
mmy7p16cm7,0.8503,1.221,0.1691,0.7424,false,false,false,false
7ah3ufw500,0.8976,1.247,0.432,0.753,false,false,false,false
pvnsddsxji,0.9355,1.388,0.7261,0.807,false,false,false,false
nv5lkjur3i,0.9437,0.728,0.7838,0.3897,false,false,false,false
9f4uyranbw,0.9465,0.724,0.8027,0.3851,false,false,false,false
2xuddsj3xa,0.8938,0.888,0.4036,0.5411,false,false,false,false
aowik0156g,0.8632,0.578,0.2245,0.2163,false,false,false,false
sjjqnivskz,0.962,0.505,0.8925,0.13,false,false,false,false
cs5kyzel1v,0.8762,0.763,0.2862,0.4287,false,false,false,false
m5cvs2zbyy,0.9594,1.59,0.8801,0.8565,false,false,false,false
nazoc1h4eq,0.9541,0.715,0.8518,0.3753,false,false,false,false
4cvl7m15t3,0.921,0.577,0.6136,0.2154,false,false,false,false
o7ws2075r6,0.9714,0.905,0.9366,0.5557,true,false,false,false
ve5gv5fipl,0.9785,0.776,0.9638,0.4412,true,false,false,false
9n4knmjaez,0.9334,0.647,0.7102,0.2966,false,false,false,false
et1vy1okc4,0.9651,1.126,0.9065,0.6998,true,false,false,false
2gh5ksunrz,0.9046,1.193,0.4847,0.7292,false,false,false,false
g2fpsy5c7g,0.9507,1.731,0.8301,0.8853,false,false,false,false
sciaq8e445,0.9207,1.493,0.6109,0.836,false,false,false,false
3wtyhgmcgj,0.961,0.504,0.8866,0.129,false,false,false,false
2nb3py6twf,0.9011,0.782,0.4574,0.4463,false,false,false,false
7mo0t0kamu,0.8983,0.698,0.4357,0.3567,false,false,false,false
6tcattqy96,0.9229,0.588,0.6312,0.2278,false,false,false,false
ulm1gst26z,0.7731,0.757,0.0256,0.4227,false,true,false,false
fn6am99kw6,0.8962,0.557,0.4224,0.1934,false,false,false,false
xto7utr6o1,0.8464,1.804,0.1547,0.894,false,false,false,false
2o77dnha3w,0.8992,0.529,0.4421,0.1596,false,false,false,false
67m5ae59ef,0.9289,0.603,0.6743,0.2453,false,false,false,false
tty6hdlxl2,0.9334,1.002,0.7095,0.6292,false,false,false,false
2p8mx45oj2,0.9163,1.405,0.5745,0.8117,false,false,false,false
vvss6r3023,0.9955,20.5,0.9996,0.9948,true,false,false,true
jhe9xx4swh,0.9142,0.476,0.5597,0.1028,false,false,false,false
83scyh171k,0.9496,1.056,0.8222,0.664,false,false,false,false
nawezg9uik,0.9268,0.918,0.6573,0.566,false,false,false,false
8wlys3l54l,0.9266,0.33,0.6553,0.0109,false,false,true,false
po3ahm8xne,0.9477,1.06,0.8103,0.6658,false,false,false,false
bwtn7o2ju5,0.9108,0.804,0.5316,0.4694,false,false,false,false
4n9h1zqkdh,0.9724,1.446,0.9413,0.8222,true,false,false,false
el8u4hg61q,0.9552,0.753,0.8576,0.4166,false,false,false,false
5hrsl6aj0r,0.9415,1.183,0.7703,0.7262,false,false,false,false
53hndtmyo1,0.8974,0.863,0.4304,0.5197,false,false,false,false
m3liawq6bk,0.9135,0.783,0.5539,0.4479,false,false,false,false
pkhmchb99v,0.9078,0.45,0.5044,0.08,false,false,true,false
47m2pd2mgi,0.8252,0.575,0.0944,0.2129,false,true,false,false
lyhxtnfb7w,0.8891,2.082,0.3669,0.9233,false,false,false,true
ce332zs2gz,0.953,1.659,0.8456,0.873,false,false,false,false
